ID,B,C,D,E,F,G,H,I,J,K,L,M,target
40.75189514997895,0.3837275445878987,-0.11250407049681588,-0.5003734426361766,-0.856591451546,-0.429728640108645,0.030895364709984552,0.6976211710760918,-0.536165925922198,-0.7565605958631842,0.5293918547401171,-0.5569372380375309,0.26824360733009844,1.0
62.91599387773021,0.2836685161939163,0.6608875237914698,-0.03550004270070495,-0.5124362657651199,0.8062082021314818,-0.6842243097171714,0.20190374934780442,-0.7097743568709561,-0.32801228393217907,-0.563078416704428,-0.6964437311573966,-0.46437183290004513,1.0
65.8778111535632,0.09767718119491064,-0.5924183247239139,-0.6582840901484817,-0.6066698144194904,-0.6682438658733172,-0.6611565365396814,-0.06487873613037609,0.718126318367541,-0.8936954931651198,0.4999586018695581,-0.30828907769481173,0.10119285599341299,-1.0
69.06461824801144,-0.4044953141155482,0.6553264448883027,-0.12542081048958464,-0.4817250217471388,-3.427818065371291e-05,-0.09006590511731505,0.22516859574613957,-0.6030152507218492,-0.15445803299124072,0.40099528262427486,0.02022648757075496,0.08730880566761945,1.0
51.14946291028795,0.5982980194116614,0.11325935804079879,-0.9994488137062137,-0.5391367078833905,-0.21967351867195506,-0.02496433242783891,0.27033140552047574,0.3888627813861145,-0.7676083566162497,0.5656657576435771,-0.3905646994807256,0.7279102777728952,1.0
52.971996022686255,0.4182015615518455,0.4008691093353798,-0.3276147532556124,-0.4530461277526383,0.6784326471194417,-0.6044439954500365,0.5472317197947907,-0.3139510490569183,-0.6135986771223608,0.6800397368780082,0.27249883916836914,0.13070129462116942,1.0
63.2848787571854,-0.4884266747680732,-0.5793972527877522,0.06343736278898504,0.28251875963203554,-0.49830704634031897,-0.4149738114706889,0.2740230534290189,-0.43598375119919486,0.4471105626064198,-0.1400908894833901,0.4696459564622568,0.917063878563319,-1.0
34.042907813410885,0.751093521708526,0.8558291654666204,-0.5456282686252603,-0.7443651461012202,0.02317308301028076,-0.3651433566441997,0.5731042060745228,-0.2992145580931951,-0.8702235443932702,0.5621634020824999,-0.5972378894938519,0.06260116418564099,1.0
56.0267105570573,0.4569357654177739,-0.5171880488583296,-0.4113104816311768,-0.437330248680181,-0.025033670115999218,-0.606948400726611,0.1158691483018186,0.041543566148999345,-0.4364511226367469,-0.18669812683882936,-0.345073211649668,-0.04582893366567342,-1.0
41.00994058858605,0.31884350694803,0.4251260819086071,-0.6544688795963439,-0.4325231330755104,-0.0035730381611033257,-0.014129386459482474,0.6490030155295827,-0.633719999890724,-0.8257715096581948,0.45940270100497105,-0.65278333412001,0.2082756398327179,1.0
58.71594751743681,0.39137900011193216,0.27992638500299094,0.05225276635576215,-0.6061486895519466,0.6049807282429238,0.1570230350457993,0.3235524978450002,-0.5795978022058901,-0.32290401825683834,0.5133023405400401,-0.8119009738603841,0.35866790554647476,1.0
34.84262561773623,0.6280508143693508,-0.3511942980388927,-0.504795082073729,-0.6707866205464199,-0.5174153128285948,0.3245448301943834,-0.09762708638232342,0.6907099855751109,-0.2596598244592233,0.023995123668830276,-0.6513427135054195,0.9103103958510039,-1.0
56.83221041501097,0.30926677179645257,0.5723053718301583,0.061264642375483014,-0.8081210606494245,-0.6308744636066578,0.1622967589808153,0.5698409427317626,-0.7392965309000541,-0.3936672773162543,0.46629407209745266,-0.7075260115538899,0.10294469093428882,1.0
51.04577136420943,-0.4467524687568405,0.4187117001100975,-0.12876925095110126,-0.16847339984180199,-0.07871419577236416,-0.46163664951054906,0.09648011255080724,-0.5007704632276098,-0.22859397000846404,0.37940987603326604,-0.3046950824249981,0.0724813111038436,1.0
67.77716019697014,0.2809494409542701,0.12556825467098198,-0.541924683584595,-0.31075634429764454,-0.36791988187793123,0.07881407931726292,0.21466053777968908,-0.2089624264450155,-0.6146515700994688,0.5864967582008112,-0.2817618355992284,0.6629579527629448,1.0
66.7938198060457,-0.6264851748417175,0.3631937655751143,-0.6082389227054021,0.9984209042539571,-0.09588697979440974,-0.4621940815386284,0.3607081844902018,-0.3966788026929512,-0.38432701521788826,-0.21366201859069123,-0.6883267632542112,0.667732975968806,1.0
46.344311666140925,-0.594372727281546,0.2980200698014279,-0.08910385840555124,-0.7663772955674025,-0.7719154436770648,-0.4958324376897252,0.3600613269172126,0.22172543328980954,-0.46204794934903315,-0.4757879399581404,-0.753849557896719,0.12085681395368142,1.0
64.57451176042021,-0.008649600683618974,-0.6570062041889357,-0.22451200453768394,-0.41575425443674896,-0.11956481573201216,-0.526955286116066,-0.1381179948326755,-0.6327963587774962,-0.08325793703778006,-0.07277330230266044,-0.387675690813411,0.8115856363869605,-1.0
52.35480038072748,0.4371567483855623,-0.458242999149839,-0.36398879904503034,-0.40974385562852134,-0.16047766984882617,-0.0671928582185668,0.37309202592676427,0.17709572841176247,-0.796680963411448,0.47264745028724575,-0.3898022997213031,0.6605196401902786,-1.0
55.07188478077467,-0.4838242121822466,0.10407031184715776,-0.28262675374675983,-0.015094618699646567,-0.12706023393986388,0.05458134271033832,0.4472834933180645,-0.4686048174433759,-0.38888870495714967,0.6352354899709152,-0.7408532595371816,0.40194860912310815,1.0
