A,B,C,D,E,F,G,H,I,J,K,L,M,target
40.75189514997895,1.0868132404358746,1.0380228098352111,120.32277063410316,157.25907040443653,-0.08320634367172737,0.9259121890051589,182.24744045321611,-0.171568954099269,0.15006545023313808,2.1011138370635454,0.38766862512159234,2.2696255566536663,1
62.91599387773021,0.9602019810972005,2.817516569600747,145.05793799423193,232.71363186356788,1.4656828524090157,-0.19419007454379772,149.60802144197663,-0.39677575326119363,1.6634058565621515,0.12819256113566543,0.0056137847633416175,0.8568732253997218,1
65.8778111535632,0.7248549311779995,-0.06621006123128906,111.92059857025666,212.05332691328792,-0.3821161614404605,-0.1580586886022235,132.0423177835826,1.4555129796893842,-0.3342014933692683,2.0479595386575054,1.0686206803315785,1.947490196915018,0
69.06461824801144,0.08942309602013006,2.8047211044329927,140.27339828789906,239.44694155926004,0.4552912009121621,0.7364488068882462,151.13984388061508,-0.25828664621820135,2.276281122493365,1.869239034146849,1.9682989607890768,1.9207166355239966,1
51.14946291028795,1.3583233527204321,1.5574810186300245,93.76777129353155,226.8596734342396,0.1800369686524033,0.8384183394542348,154.11348936358024,1.0283886353295886,0.11105229283266858,2.166621848283429,0.8432992716729516,3.1560321549964456,1
52.971996022686255,1.130435477952331,2.219241194789437,129.51498317054407,245.73466715193993,1.305553167851139,-0.0692290172650307,172.34537911728975,0.1166906705716197,0.6549094600530735,2.373172875750538,2.659176287435188,2.0043933321395917,1
63.284878757185396,-0.016780766247872437,-0.03624992664102254,150.32223851842645,407.00414178273417,-0.16914953175903483,0.227540865510614,154.3565577683759,-0.04161151609265803,4.400611186458488,0.8920770472581513,3.1990867155475833,3.5207899471579136,0
34.042907813410885,1.5516655356058968,3.266057046949239,117.91483398974178,181.8642107927783,0.4843749127894056,0.30559102584151987,174.04889584583754,0.1358070115389445,-0.25131457606543056,2.1602968507224634,0.277300579777288,1.8730712049383587,1
56.0267105570573,1.1794484097153286,0.10688699262464652,125.061667818483,249.1803068294778,0.42396169704604003,-0.07315170338240315,143.94326311410828,0.5778422631083617,1.280473823794193,0.8079077910374025,0.9678830292620747,1.6639780503231405,0
41.00994058858605,1.0047112067821502,2.275053970159182,112.1235997992673,250.23424649047917,0.45085638926652266,0.8553892716472395,179.0462853578321,-0.29811719040089174,-0.09434030167146,1.9747185528187177,0.12518288615107673,2.153985234009263,1
58.71594751743681,1.0964951295689296,1.940964543183748,149.72712409658672,212.16758132516537,1.2135024418827856,1.1234677787775575,157.61771466710036,-0.22790926998135874,1.6814447675496282,2.0720573531349693,-0.3105793718605077,2.4439968995058687,1
34.84262561773623,1.3959715179974892,0.4888213786779254,120.08750229758576,197.9959897341589,-0.19309621455706383,1.3858595834639877,129.8860749747793,1.4199482060248856,1.9047801331899028,1.1884043660804193,0.12912819411929624,3.5077667457319253,0
56.83221041501097,0.9925931349064183,2.6136982351296867,150.20663155304146,167.8859975581141,-0.3352844290600948,1.1317280886643968,173.834033476835,-0.435072247740525,1.4315571907310252,1.9871638641503424,-0.024736335671910907,1.9508683797388977,1
51.04577136420943,0.035952343294682956,2.260295143624863,140.09523314611522,308.1260280114914,0.3566886913490996,0.15445218905386,142.66663486914004,-0.12565356384580653,2.014483546990863,1.8302573711889694,1.0784632565325094,1.892123766248611,1
67.77716019697014,0.956761356639279,1.5858025117840415,118.11189580447679,276.9310972924612,-0.005746950460986646,1.0009679630488029,150.44796400726787,0.25288308655990005,0.6511913600362568,2.204241109212049,1.1412686339667166,3.0307801557356258,1
66.7938198060457,-0.19147525246560773,2.1325541405034247,114.58342159356164,563.962643650236,0.3351675757634806,0.15357907522584718,160.06414880862175,0.009375302899606783,1.464540627243631,0.7592129779064944,0.027843050277026632,3.039988158727964,1
46.344311666140925,-0.15084126379612564,1.98259623329749,142.20576500953345,177.03814059722083,-0.5120384853917608,0.10089083266408078,160.0215579000921,0.8115761972499475,1.1900832865804074,0.2858327672448169,-0.15159878276697994,1.9854095484936878,1
64.57451176042021,0.5903126717622689,-0.21482006593435626,135.00091492138475,253.91075184656793,0.30549425992975854,0.052142666144455306,127.22004051819493,-0.2969190328140299,2.5277113093382546,1.0136476780244943,0.8512111596467691,3.3173890572116043,0
52.35480038072748,1.154420720608965,0.2425134319342893,127.57957858449737,255.22850623472368,0.25422183600273635,0.7722751902499854,160.87953550253195,0.7536820447125461,0.008387670535492574,1.998637599713036,0.8453871925421623,3.0260781912639545,0
55.07188478077467,-0.010956968101880352,1.5363379774067365,131.9087224062227,341.7536737549611,0.2961009221106461,0.963011878080025,165.76450884641952,-0.08392792822744374,1.4484318497467492,2.29225968819254,-0.11600690038244456,2.5274580327533362,1
53.904092540849646,1.1330484806621073,0.024753522239979935,123.51876712849507,266.52057560054874,-0.1138740333022839,0.01605956463451989,108.94622132366827,0.9778590875269261,2.263437169628904,0.7866506129480059,1.3035847325040584,3.1275159378614275,0
61.615641301205734,-0.10471177355728735,-0.2965055074664117,124.01986501848353,209.25531472653407,-0.2738900415579369,0.7627800973671267,162.58729077117894,-0.43833473522004723,-0.6083090050785609,2.009060508125955,0.216966521829956,1.8299977245379617,1
58.02871527705969,1.2735888085995135,-0.06452369025105024,146.2462392837966,217.82150686104242,0.37051693822256326,1.0291155109961188,104.90748213431567,0.13413480209790055,2.1663734013530966,1.300570461806037,1.356354909449317,3.286419286643787,0
62.87846137750487,-0.254672412630162,2.292316385275071,134.58156859003543,252.2073908877977,-0.25974891779608994,-0.10792824227823956,172.40690619998415,0.2906392197461987,-0.2543222617703531,1.841154579559481,-0.019632504567232225,1.9170373422228373,1
59.04220738794644,0.8765188527184495,2.6525631407886974,159.93137197179456,273.0716051059887,-0.03670278801927103,-0.020961820654821158,124.89706140908064,-0.37428592736857996,-0.04192670425569677,1.985427009809679,-0.20481801182457784,2.098420539826328,0
51.84179583750603,1.2018378580261526,1.0530973510532162,133.85714284929364,201.11870585767514,-0.05183726771056843,1.0828468387646635,158.12798246016482,0.28574425966436634,0.9993776410834556,1.9973479111400436,0.9480892013476212,2.197085591065666,1
52.77746684735571,0.7898665978979516,0.3135622549928218,139.95532206722942,202.9854795145308,0.7616678250398243,-0.3013120763489343,154.9982616150965,1.3042897816087657,3.3756652573172787,0.7229537194023251,-0.10729688352529007,2.925094424806055,0
55.718282070549925,0.9321308913456111,-0.04133755583595428,125.20093647174345,248.9050767310513,0.9819849863258401,0.22129851499696168,143.7643879048481,1.4113632807318734,1.1618427858088658,0.850259260610518,0.9248402267787977,1.675323672468714,0
